======================================================================
FEDEX INTERNATIONAL FIRST® DESTINATIONS
======================================================================
You can reach key global markets early in the day with FedEx
International First. Delivery is in 1, 2 or 3 business days to
select postal codes. Ship packages up to 150 lbs. (unlimited total
shipment weight). See below for a complete list of the cities
and postal codes served, and our delivery commitment time. For
service details, see FedEx International First in Our Services.

Delivery is available outbound from the U.S. to:
Australia          England             Mexico
Austria            France              Netherlands
Belgium            Germany             Puerto Rico
Brazil             India               Singapore
Canada             Italy               Spain
China              Japan               Switzerland
Denmark            Luxembourg



======================================================================
FEDEX INTERNATIONAL FIRST® DESTINATION POSTAL CODES
======================================================================

Effective: October 2, 2012
City                                              Postal Code                                   Del. By

DORTMUND                                          44143                                         10:00am
DORTMUND                                          44145                                         10:00am
DORTMUND                                          44147                                         10:00am
DORTMUND                                          44149                                         10:00am
DORTMUND                                          44225                                         10:00am
DORTMUND                                          44227                                         10:00am
DORTMUND                                          44229                                         10:00am
DORTMUND                                          44263                                         10:00am
DORTMUND                                          44265                                         10:00am
DORTMUND                                          44267                                         10:00am
DORTMUND                                          44269                                         10:00am
DORTMUND                                          44287                                         10:00am
DORTMUND                                          44289                                         10:00am
DORTMUND                                          44309                                         10:00am
DORTMUND                                          44319                                         10:00am
DORTMUND                                          44328                                         10:00am
DORTMUND                                          44329                                         10:00am
DORTMUND                                          44339                                         10:00am
DORTMUND                                          44357                                         10:00am
DORTMUND                                          44359                                         10:00am
DORTMUND                                          44369                                         10:00am
DORTMUND                                          44379                                         10:00am
DORTMUND                                          44388                                         10:00am
DOSSENHEIM                                        69221                                         10:00am
DREIEICH                                          63303                                         9:00am
DUESSELDORF                                       40210                                         10:00am
DUESSELDORF                                       40211                                         10:00am
DUESSELDORF                                       40212                                         10:00am
DUESSELDORF                                       40213                                         10:00am
DUESSELDORF                                       40215                                         10:00am
DUESSELDORF                                       40217                                         10:00am
DUESSELDORF                                       40219                                         10:00am
DUESSELDORF                                       40221                                         10:00am
DUESSELDORF                                       40223                                         10:00am
DUESSELDORF                                       40225                                         10:00am
DUESSELDORF                                       40227                                         10:00am
DUESSELDORF                                       40229                                         10:00am
DUESSELDORF                                       40231                                         10:00am
DUESSELDORF                                       40233                                         10:00am
DUESSELDORF                                       40235                                         10:00am
DUESSELDORF                                       40237                                         10:00am
DUESSELDORF                                       40239                                         10:00am
DUESSELDORF                                       40468                                         10:00am
DUESSELDORF                                       40470                                         10:00am
DUESSELDORF                                       40472                                         10:00am
DUESSELDORF                                       40474                                         10:00am
DUESSELDORF                                       40476                                         10:00am
DUESSELDORF                                       40477                                         10:00am
DUESSELDORF                                       40479                                         10:00am
DUESSELDORF                                       40489                                         10:00am
DUESSELDORF                                       40545                                         10:00am
DUESSELDORF                                       40547                                         10:00am
DUESSELDORF                                       40549                                         10:00am
DUESSELDORF                                       40589                                         10:00am
DUESSELDORF                                       40591                                         10:00am
DUESSELDORF                                       40593                                         10:00am
DUESSELDORF                                       40595                                         10:00am
DUESSELDORF                                       40597                                         10:00am
DUESSELDORF                                       40599                                         10:00am
DUESSELDORF                                       40625                                         10:00am
DUESSELDORF                                       40627                                         10:00am
DUESSELDORF                                       40629                                         10:00am
DUISBURG                                          47051                                         10:00am
DUISBURG                                          47053                                         10:00am
DUISBURG                                          47055                                         10:00am
DUISBURG                                          47057                                         10:00am
DUISBURG                                          47058                                         10:00am
DUISBURG                                          47059                                         10:00am
DUISBURG                                          47119                                         10:00am
DUISBURG                                          47137                                         10:00am
DUISBURG                                          47138                                         10:00am
DUISBURG                                          47139                                         10:00am
DUISBURG                                          47166                                         10:00am
DUISBURG                                          47167                                         10:00am
DUISBURG                                          47169                                         10:00am
DUISBURG                                          47178                                         10:00am
DUISBURG                                          47179                                         10:00am
DUISBURG                                          47198                                         10:00am
DUISBURG                                          47199                                         10:00am
DUISBURG                                          47226                                         10:00am
DUISBURG                                          47228                                         10:00am
DUISBURG                                          47229                                         10:00am
DUISBURG                                          47239                                         10:00am
DUISBURG                                          47249                                         10:00am
DUISBURG                                          47259                                         10:00am
DUISBURG                                          47269                                         10:00am
DUISBURG                                          47279                                         10:00am
ECHING                                            85386                                         10:00am
EDINGEN-NECKARHAUSEN                              68535                                         10:00am
EGELSBACH                                         63329                                         10:00am
EGMATING                                          85658                                         10:00am
EICHENAU                                          82223                                         10:00am
ELLERAU                                           25479                                         10:00am
ELLERHOOP                                         25373                                         10:00am
ELTVILLE                                          65343                                         10:00am
ELTVILLE                                          65344                                         10:00am
ELTVILLE                                          65345                                         10:00am
ELTVILLE                                          65346                                         10:00am
ELTVILLE                                          65347                                         10:00am
EMMERING                                          82275                                         10:00am
EPPELHEIM                                         69214                                         10:00am
EPPERTSHAUSEN                                     64859                                         10:00am
ERKELENZ                                          41812                                         10:00am
ERKRATH                                           40699                                         10:00am
ERPEL                                             53579                                         10:00am
ERZHAUSEN                                         64390                                         10:00am
ESCHBORN                                          65760                                         9:00am
ESCHWEILER                                        52249                                         10:00am
ESSEN                                             45127                                         10:00am
ESSEN                                             45128                                         10:00am
ESSEN                                             45130                                         10:00am
ESSEN                                             45131                                         10:00am
ESSEN                                             45133                                         10:00am
ESSEN                                             45134                                         10:00am
ESSEN                                             45136                                         10:00am
ESSEN                                             45138                                         10:00am
ESSEN                                             45139                                         10:00am
ESSEN                                             45141                                         10:00am
ESSEN                                             45143                                         10:00am
ESSEN                                             45144                                         10:00am
ESSEN                                             45145                                         10:00am
ESSEN                                             45147                                         10:00am
ESSEN                                             45149                                         10:00am
ESSEN                                             45219                                         10:00am
ESSEN                                             45239                                         10:00am
ESSEN                                             45257                                         10:00am
ESSEN                                             45259                                         10:00am
ESSEN                                             45276                                         10:00am
ESSEN                                             45277                                         10:00am
ESSEN                                             45279                                         10:00am
ESSEN                                             45289                                         10:00am
ESSEN                                             45307                                         10:00am
ESSEN                                             45309                                         10:00am
ESSEN                                             45326                                         10:00am
ESSEN                                             45327                                         10:00am
ESSEN                                             45329                                         10:00am
ESSEN                                             45355                                         10:00am
ESSEN                                             45356                                         10:00am
ESSEN                                             45357                                         10:00am
ESSEN                                             45359                                         10:00am
ESSLINGEN                                         73728                                         10:00am
ESSLINGEN                                         73730                                         10:00am
ESSLINGEN                                         73732                                         10:00am
ESSLINGEN                                         73733                                         10:00am
ESSLINGEN                                         73734                                         10:00am
FELDKIRCHEN                                       85622                                         10:00am
FILDERSTADT                                       70794                                         10:00am
FINSING                                           85464                                         10:00am
FLOERSHEIM                                        65439                                         10:00am
FORSTERN                                          85659                                         10:00am
FRANKENTHAL                                       67227                                         10:00am
FRANKFURT                                         60308                                         10:00am
FRANKFURT                                         60311                                         9:00am
FRANKFURT                                         60313                                         9:00am
FRANKFURT                                         60314                                         9:00am
FRANKFURT                                         60316                                         9:00am
FRANKFURT                                         60318                                         9:00am
FRANKFURT                                         60320                                         9:00am
FRANKFURT                                         60322                                         9:00am
FRANKFURT                                         60323                                         9:00am
FRANKFURT                                         60325                                         9:00am
FRANKFURT                                         60326                                         9:00am
FRANKFURT                                         60327                                         9:00am
FRANKFURT                                         60329                                         9:00am
FRANKFURT                                         60385                                         9:00am
FRANKFURT                                         60386                                         9:00am
FRANKFURT                                         60388                                         9:00am
FRANKFURT                                         60389                                         9:00am
FRANKFURT                                         60431                                         9:00am
FRANKFURT                                         60433                                         9:00am
FRANKFURT                                         60435                                         9:00am
FRANKFURT                                         60437                                         9:00am
FRANKFURT                                         60438                                         10:00am
FRANKFURT                                         60439                                         9:00am
FRANKFURT                                         60486                                         9:00am
FRANKFURT                                         60487                                         9:00am
FRANKFURT                                         60488                                         9:00am
FRANKFURT                                         60489                                         9:00am
FRANKFURT                                         60528                                         9:00am
FRANKFURT                                         60529                                         9:00am
FRANKFURT                                         60549                                         9:00am
FRANKFURT                                         60594                                         9:00am
FRANKFURT                                         60596                                         9:00am
FRANKFURT                                         60598                                         9:00am
FRANKFURT                                         60599                                         9:00am
FRANKFURT                                         65929                                         9:00am
FRANKFURT                                         65931                                         9:00am
FRANKFURT                                         65933                                         9:00am
FRANKFURT                                         65934                                         9:00am
FRANKFURT                                         65936                                         9:00am
FRAUENBERG                                        82216                                         10:00am
FRECHEN                                           50226                                         10:00am
FREIHAM                                           81249                                         10:00am
FREISING                                          85356                                         10:00am
FRIEDRICHSDORF                                    61381                                         10:00am
FROHNLOH                                          82349                                         10:00am
FUERSTENFELDBRUCK                                 82256                                         10:00am
FUERSTENHORST                                     22961                                         10:00am
GARCHING                                          85748                                         10:00am
GAU-BISCHOFSHEIM                                  55296                                         10:00am
GAU-ODERNHEIM                                     55239                                         10:00am
GAUTING                                           82131                                         10:00am
GEESTHACHT                                        21502                                         10:00am
GELSENKIRCHEN                                     45879                                         10:00am
GELSENKIRCHEN                                     45881                                         10:00am
GELSENKIRCHEN                                     45883                                         10:00am
GELSENKIRCHEN                                     45884                                         10:00am
GELSENKIRCHEN                                     45886                                         10:00am
GELSENKIRCHEN                                     45888                                         10:00am
GELSENKIRCHEN                                     45889                                         10:00am
GELSENKIRCHEN                                     45891                                         10:00am
GELSENKIRCHEN                                     45892                                         10:00am
GELSENKIRCHEN                                     45894                                         10:00am
GELSENKIRCHEN                                     45896                                         10:00am
GELSENKIRCHEN                                     45897                                         10:00am
GELSENKIRCHEN                                     45899                                         10:00am
GERLINGEN                                         70839                                         10:00am
GERMERING                                         82110                                         10:00am
GILCHING                                          82205                                         10:00am
GINSHEIM-GUSTAVSBURG                              65462                                         10:00am
GLADBECK                                          45964                                         10:00am
GLADBECK                                          45966                                         10:00am
GLADBECK                                          45968                                         10:00am
GLINDE                                            21509                                         10:00am
GOELM                                             22965                                         10:00am
GRAEFELFING                                       82166                                         10:00am
GRAFSCHAFT                                        53501                                         10:00am
GRASBRUNN                                         85630                                         10:00am
GREFRATH                                          47929                                         10:00am
GREVENBROICH                                      41515                                         10:00am
GREVENBROICH                                      41516                                         10:00am
GREVENBROICH                                      41517                                         10:00am
GRIESHEIM                                         64347                                         10:00am
GROEBENZELL                                       82194                                         10:00am
GROSS NORDENDE                                    25436                                         10:00am
GROSS-UMSTADT                                     64823                                         9:00am
GROSS-ZIMMERN                                     64846                                         10:00am
GROSSHANSDORF                                     22927                                         10:00am
GROSSHESSELOHE                                    82049                                         10:00am
GROSSKROTZENBURG                                  63538                                         10:00am
GROSSOSTHEIM                                      63762                                         9:00am
GRUENENDEICH                                      21720                                         10:00am
GRUENWALD                                         82031                                         10:00am
HAAN                                              42781                                         10:00am
HAAR                                              85540                                         10:00am
HAGEN                                             58089                                         10:00am
HAGEN                                             58091                                         10:00am
HAGEN                                             58093                                         10:00am
HAGEN                                             58095                                         10:00am
HAGEN                                             58097                                         10:00am
HAGEN                                             58099                                         10:00am
HAGEN                                             58119                                         10:00am
HAGEN                                             58135                                         10:00am
HAIMHAUSEN                                        85778                                         10:00am
HALLBERGMOOS                                      85399                                         10:00am
HAMBURG                                           20095                                         9:00am
HAMBURG                                           20097                                         9:00am
HAMBURG                                           20099                                         9:00am
HAMBURG                                           20144                                         9:00am
HAMBURG                                           20146                                         9:00am
HAMBURG                                           20148                                         9:00am
HAMBURG                                           20149                                         9:00am
HAMBURG                                           20249                                         9:00am
HAMBURG                                           20251                                         9:00am
HAMBURG                                           20253                                         9:00am
HAMBURG                                           20255                                         9:00am
HAMBURG                                           20257                                         9:00am
HAMBURG                                           20259                                         9:00am
HAMBURG                                           20354                                         9:00am
HAMBURG                                           20355                                         9:00am
HAMBURG                                           20357                                         9:00am
HAMBURG                                           20359                                         9:00am
HAMBURG                                           20457                                         9:00am
HAMBURG                                           20459                                         9:00am
HAMBURG                                           20535                                         9:00am
HAMBURG                                           20537                                         9:00am
HAMBURG                                           20539                                         9:00am
HAMBURG                                           21029                                         10:00am
HAMBURG                                           21031                                         10:00am
HAMBURG                                           21033                                         10:00am
HAMBURG                                           21035                                         10:00am
HAMBURG                                           21037                                         10:00am
HAMBURG                                           21073                                         10:00am
HAMBURG                                           21075                                         10:00am
HAMBURG                                           21077                                         10:00am
HAMBURG                                           21079                                         10:00am
HAMBURG                                           21107                                         10:00am
HAMBURG                                           21109                                         10:00am
HAMBURG                                           21129                                         10:00am
HAMBURG                                           21147                                         10:00am
HAMBURG                                           21149                                         10:00am
HAMBURG                                           21220                                         10:00am
HAMBURG                                           22041                                         9:00am
HAMBURG                                           22043                                         9:00am
HAMBURG                                           22045                                         9:00am
HAMBURG                                           22047                                         9:00am
HAMBURG                                           22081                                         9:00am
HAMBURG                                           22083                                         9:00am
HAMBURG                                           22085                                         9:00am
HAMBURG                                           22087                                         9:00am
HAMBURG                                           22089                                         9:00am
HAMBURG                                           22111                                         9:00am
HAMBURG                                           22113                                         10:00am
HAMBURG                                           22115                                         10:00am
HAMBURG                                           22117                                         9:00am
HAMBURG                                           22119                                         9:00am
HAMBURG                                           22159                                         9:00am
HAMBURG                                           22175                                         9:00am
HAMBURG                                           22177                                         9:00am
HAMBURG                                           22179                                         9:00am
HAMBURG                                           22297                                         9:00am
HAMBURG                                           22299                                         9:00am
HAMBURG                                           22301                                         9:00am
HAMBURG                                           22303                                         9:00am
HAMBURG                                           22305                                         9:00am
HAMBURG                                           22307                                         9:00am
HAMBURG                                           22309                                         9:00am
HAMBURG                                           22335                                         9:00am
HAMBURG                                           22337                                         9:00am
HAMBURG                                           22339                                         9:00am
HAMBURG                                           22391                                         9:00am
HAMBURG                                           22393                                         9:00am
HAMBURG                                           22399                                         9:00am
HAMBURG                                           22415                                         10:00am
HAMBURG                                           22453                                         9:00am
HAMBURG                                           22455                                         9:00am
HAMBURG                                           22457                                         9:00am
HAMBURG                                           22459                                         9:00am
HAMBURG                                           22523                                         10:00am
HAMBURG                                           22525                                         9:00am
HAMBURG                                           22527                                         9:00am
HAMBURG                                           22529                                         9:00am
HAMBURG                                           22547                                         10:00am
HAMBURG                                           22549                                         9:00am
HAMBURG                                           22559                                         10:00am
HAMBURG                                           22587                                         10:00am
HAMBURG                                           22589                                         10:00am
HAMBURG                                           22605                                         9:00am
HAMBURG                                           22607                                         9:00am
HAMBURG                                           22609                                         9:00am
HAMBURG                                           22761                                         9:00am
HAMBURG                                           22763                                         9:00am
HAMBURG                                           22765                                         9:00am
HAMBURG                                           22767                                         9:00am
HAMBURG                                           22769                                         9:00am
HAMBURG                                           22869                                         10:00am
HAMBURG                                           22880                                         10:00am
HAMM                                              59063                                         10:00am
HAMM                                              59065                                         10:00am
HAMM                                              59067                                         10:00am
HAMM                                              59069                                         10:00am
HAMM                                              59071                                         10:00am
HAMM                                              59073                                         10:00am
HAMM                                              59075                                         10:00am
HAMM                                              59077                                         10:00am
HANAU                                             63450                                         9:00am
HANAU                                             63452                                         9:00am
HANAU                                             63454                                         9:00am
HANAU                                             63456                                         9:00am
HANAU                                             63457                                         9:00am
HARMSTORF                                         21228                                         10:00am
HATTERSHEIM                                       65795                                         10:00am
HATTINGEN                                         45525                                         10:00am
HATTINGEN                                         45527                                         10:00am
HATTINGEN                                         45529                                         10:00am
HEBERTSHAUSEN                                     85241                                         10:00am
HEDDESHEIM                                        68542                                         10:00am
HEIDELBERG                                        69115                                         10:00am
HEIDELBERG                                        69117                                         10:00am
HEIDELBERG                                        69118                                         10:00am
HEIDELBERG                                        69120                                         10:00am
HEIDELBERG                                        69121                                         10:00am
HEIDELBERG                                        69123                                         10:00am
HEIDELBERG                                        69124                                         10:00am
HEIDELBERG                                        69126                                         10:00am
HEIDESHEIM                                        55262                                         10:00am
HEILIGENHAUS                                      42579                                         10:00am
HEIST                                             25492                                         10:00am
HENNEF                                            53773                                         10:00am
HEPPENHEIM                                        64646                                         10:00am
HERDECKE                                          58313                                         10:00am
HERGOLDING                                        85599                                         10:00am
HERNE                                             44623                                         10:00am
HERNE                                             44625                                         10:00am
HERNE                                             44627                                         10:00am
HERNE                                             44628                                         10:00am
HERNE                                             44629                                         10:00am
HERNE                                             44649                                         10:00am
HERNE                                             44651                                         10:00am
HERNE                                             44652                                         10:00am
HERNE                                             44653                                         10:00am
HERZOGENRATH                                      52134                                         10:00am
HETLINGEN                                         25491                                         10:00am
HEUSENSTAMM                                       63150                                         10:00am
HILDEN                                            40721                                         10:00am
HILDEN                                            40723                                         10:00am
HILDEN                                            40724                                         10:00am
HINTERDEICH                                       21635                                         10:00am
HIRSCHBERG                                        69493                                         10:00am
HOCHHEIM                                          65239                                         10:00am
HOCKENHEIM                                        68766                                         10:00am
HOEHENKIRCHEN-SIEGERTSBRUNN                       85635                                         10:00am
HOFHEIM                                           65719                                         10:00am
HOHENBRUNN                                        85662                                         10:00am
HOHENENTRINGEN                                    72070                                         10:00am
HOHENHORN                                         21526                                         10:00am
HOHENSCHAEFTLARN                                  82069                                         10:00am
HOISDORF                                          22955                                         10:00am
HOLM                                              25488                                         10:00am
HOLZWICKEDE                                       59439                                         10:00am
HUERTH                                            50354                                         10:00am
ILVESHEIM                                         68549                                         10:00am
INGELHEIM                                         55218                                         10:00am
ISMANING                                          85737                                         10:00am
JUELICH                                           52428                                         10:00am
KAARST                                            41564                                         10:00am
KAMEN                                             59174                                         10:00am
KARBEN                                            61184                                         9:00am
KARLSFELD                                         85757                                         10:00am
KELKHEIM                                          65779                                         10:00am
KELSTERBACH                                       65451                                         10:00am
KERPEN                                            50169                                         10:00am
KERPEN                                            50170                                         10:00am
KERPEN                                            50171                                         10:00am
KETSCH                                            68775                                         10:00am
KIRCHHEIM                                         85551                                         10:00am
KOELN                                             50667                                         10:00am
KOELN                                             50668                                         10:00am
KOELN                                             50670                                         10:00am
KOELN                                             50672                                         10:00am
