=====================================================================
FEDEX FREIGHT ADDITIONAL PICKUP AND DELIVERY CHARGE TIERS BY ZIP CODE
=====================================================================

CONTIGUOUS U.S.
An additional pickup and delivery charge will apply to shipments to/from select contiguous 
U.S. ZIP codes. For a list of the ZIP codes where this charge applies, see below. 
The additional charge applies to shipments rated using FedEx Freight zone-based pricing.

Effective Jan. 7, 2019

FedEx reserves the right in its sole discretion to change, without notice and as frequently 
as it determines, the list of postal codes where a pickup or delivery charge may apply.

========================================
ZIP CODE  ORIGIN TIER	DESTINATION TIER
58060			B			B
58061			A			A
58062			B			C
58063			A			A
58064-58065		B			C
58067			C			E
58068			A			B
58069			B			C
58071			A			B
58072			A			A
58074			A			B
58075-58076		B			B
58077			A			A
58081			B			C
58210			B			D
58212			B			C
58214			A			A
58216			C			D
58218			A			A
58219			A			B
58220			C			D
58222			B			D
58223			A			B
58224-58225		B			C
58227			B			D
58229			B			C
58230			B			D
58231			B			C
58233			A			B
58235			A			A
58236			B			C
58237			A			B
58238-58239		B			D
58240			A			B
58241			B			D
58243			B			C
58244			A			C
58249-58250		B			D
58251			A			B
58254			B			C
58255			C			E
58257			A			B
58258			A			A
58259			A			B
58260			B			D
58261			A			B
58262			B			D
58265			C			D
58266-58267		A			B
58269			B			D
58270			B			C
58271			B			D
58272			A			B
58273			B			C
58274			A			B
58276-58277		B			C
58281			B			D
58282			C			E
58310			B			C
58311			A			C
58313			B			D
58316			C			D
58317			B			C
58318			B			D
58321			A			B
58323			B			C
58324			A			B
58329			C			E
58330			A			B
58331-58332		B			C
58338			A			B
58339			B			D
58341			B			D
58343			A			B
58344			A			A
58345			A			C
58346			A			B
58348			A			B
58351			A			A
58352			A			B
58353			B			D
58355			B			C
58356			A			B
58357			A			A
58361			A			C
58363			B			D
58365			B			C
58366-58367		B			D
58368			B			C
58369			C			E
58372			B			D
58374			A			A
58377			A			A
58380			A			B
58381			A			A
58384			C			D
58385			B			C
58386			A			B
58413			C			D
58415-58416		B			C
58418			B			D
58421			A			B
58422			B			C
58423			B			D
58424			A			A
58425			B			C
58426			A			A
58428-58430		B			C
58431			A			B
58433			A			B
58436			A			B
58438-58439		B			C
58440			B			D
58441			B			C
58442			A			B
58443			A			C
58444-58445		B			C
58448			B			B
58451			C			C
58452			B			C
58454-58455		A			B
58456			B			C
58458			B			C
58460			B			D
58461			A			C
58463-58464		B			C
58466			A			B
58467			A			A
58474			B			D
58475			B			C
58476			A			A
58477			A			B
58478			B			D
58479			A			B
58480			A			A
58482			A			B
58483			B			C
58484			B			B
58486			B			C
58487			A			B
58488			B			D
58490			B			C
58492			A			B
58494			B			C
58495			C			E
58496			A			B
58520			B			C
58523-58524		B			D
58528			A			C
58529			B			D
58530			A			B
58531			B			C
58532			A			B
58533			B			D
58535			B			B
58538			B			C
58540			B			C
58541			B			D
58542			B			C
58544			B			C
58545			B			D
58549			B			D
58552			B			D
58559			B			B
58560			A			B
58561-58562		B			D
58563			A			B
58564-58565		B			C
58566			A			A
58568-58571		B			C
58572			A			A
58573			B			D
58575			B			D
58576			B			C
58577			A			B
58579			A			A
58580-58581		B			D
58620			B			C
58621			B			D
58622			A			A
58623			B			D
58625			B			D
58626-58627		A			B
58631			B			C
58632			B			D
58634			B			C
58636			B			C
58638			A			B
58639			B			D
58640			A			B
58641-58642		A			A
58643			C			E
58644-58645		A			B
58646			B			C
58647			A			A
58649-58650		B			C
58651			C			E
58652			A			A
58653			B			D
58654			B			C
58710-58711		B			C
58712			A			B
58713			B			C
58716			A			B
58718			A			A
58721			B			D
58723			B			C
58725			A			A
58727			C			E
58730			B			D
58731			A			A
58734-58735		A			B
58736			B			C
58737			B			D
58740-58741		A			A
58744			B			C
58746			B			C
58748			B			D
58750			A			B
58752			C			E
58755			B			D
58756			A			B
58757			B			D
58758			B			C
58759			A			A
58760			B			B
58761-58762		B			C
58763			B			D
58765			B			D
58769-58771		B			C
58772			C			E
58773			B			D
58775			B			C
58776			B			D
58778-58779		A			B
58782-58783		B			D
58784			B			C
58787			B			C
58788			A			C
58789			B			B
58790			A			A
58792			A			A
58793-58795		B			C
58830			A			B
58831			A			A
58833			B			D
58835			A			B
58838			A			B
58843			A			A
58844			B			C
58845			A			C
58847			B			D
58849			A			B
58852			B			C
58854			B			C
58856			A			A
59001			B			C
59003-59004		C			E
59007-59008		B			C
59010			B			C
59011			B			D
59012			B			C
59013-59014		A			B
59015			A			A
59016			B			D
59018			C			D
59019-59020		A			B
59022			B			C
59024			A			B
59026			A			A
59027-59028		B			C
59029-59030		A			B
59031			B			C
59032			C			D
59033			B			D
59034-59035		A			B
59036			C			D
59038-59039		B			D
59041			A			A
59043			C			E
59046			A			B
59047			C			C
59050			A			B
59052-59053		C			E
59054			B			D
59055			C			E
59057			A			A
59058			D			E
59059			B			D
59061			B			D
59062			B			C
59064			A			A
59065			B			C
59066			A			B
59067			B			D
59068-59069		B			C
59070			A			B
59071			B			D
59072			A			B
59073			B			B
59074			B			C
59075			B			B
59076			B			D
59077			C			E
59078			B			D
59081			A			B
59082-59085		C			E
59086			C			C
59087			C			E
59089			A			A
59211			C			D
59212			A			A
59213			A			B
59214			B			D
59215			B			C
59217			B			C
59218			A			B
59219			B			C
59221			A			B
59222			B			D
59223			B			C
59226			B			C
59230			B			C
59231			B			D
59240			C			E
59241-59244		B			D
59247			B			D
59248			A			B
59250			C			E
59252			C			E
59253			B			D
59254			C			E
59255			A			A
59256			C			E
59257-59258		B			D
59259			B			C
59260-59261		C			E
59262			B			D
59263			B			C
59270			B			C
59273			B			D
59274			A			A
59275-59276		B			D
59311			C			E
59312			A			A
59313			B			E
59314-59315		B			D
59316			C			E
59317			B			D
59318			C			E
59319			D			E
59322-59323		B			D
59324			C			E
59326-59327		B			C
59330			B			D
59332			C			E
59333			A			A
59336			B			C
59337			C			E
59338			A			A
59339			B			D
59341			B			D
59343-59345		B			D
59347			A			B
59349			A			B
59351			B			B
59353			B			D
59354			C			E
59410			B			C
59411			D			E
59412			A			A
59416			B			B
59417-59418		C			E
59419			B			D
59420-59421		A			A
59422			B			D
59424			C			E
59425			B			C
59427			C			E
59430			C			E
59432			C			E
59433			A			A
59434-59435		C			E
59436			A			B
59440			A			A
59441			C			E
59442			A			B
59443			A			A
59444			B			D
59446			B			D
59447			B			C
59448			C			E
59450			A			B
59451			D			E
59452-59454		C			E
59456			B			C
59457			C			E
59460			B			B
59461-59462		B			D
59463			B			C
59464			C			D
59465			B			C
59466			C			E
59467			B			D
59468			A			A
59469			A			B
59471			D			E
59474			C			D
59477			A			B
59479			B			D
59482			C			E
59483			A			A
59484			C			E
59486			C			E
59489			D			E
59520			A			B
59521			A			A
59522			B			D
59523			A			A
59524			B			D
59525			A			A
59526			A			B
59527			C			E
59528			A			B
59529			B			D
59530-59531		B			C
59535			B			C
59537			D			E
59538			C			E
59540			A			B
59542			B			D
59544			D			E
59545-59546		C			E
59547			A			B
59631-59633		A			A
59639			B			D
59640			A			A
59641			B			B
59642			B			C
59643-59644		A			B
59645			B			D
59647			A			A
59648			A			B
59710			B			C
59711			A			A
59713			A			B
59714			B			C
59715			C			C
59716			C			E
59717-59719		C			C
59720			C			E
59721-59722		A			B
59724			C			D
59725			B			C
59727-59728		A			A
59729			C			E
59730			C			D
59731			A			B
59732-59733		B			C
59735			B			D
59736			C			E
59739			C			D
59740			B			D
59741			B			B
59743			A			B
59745			B			D
59746			C			E
59747			B			D
59749			B			C
59751			A			B
59752			B			B
59754			A			B
59755			B			D
59756			A			A
59758			A			B
59759			A			A
59760			B			B
59761			B			D
59762			A			B
59771-59772		C			C
59820-59821		A			A
59824			B			C
59826-59827		B			C
59828			A			B
59829			B			C
59830			B			D
59831			A			B
59832			B			C
59833			A			A
59835			B			B
59837			B			C
59840-59841		B			B
59842-59843		B			D
59844			C			D
59845			B			D
59846			A			A
59848			B			C
59853			C			E
59854-59855		B			C
59856			B			D
59858			B			C
59859			B			D
59860			B			C
59863			A			B
59864			B			C
59865			A			B
59866-59867		B			D
59868			B			C
59870			A			A
59871			C			D
59872			B			C
59873-59874		C			E
59875			A			A
59910			A			B
59913			A			A
59914-59915		A			B
59916-59917		B			D
59918			B			C
59919			A			A
59921			A			B
59923			C			E
59925-59926		A			A
59927			A			B
59928			B			C
59929			A			B
59930			B			D
59931			A			A
59933-59934		B			C
59935			C			E
59936			A			B
60001			A			A
60403-60404		A			A
60410			A			A
60424			A			A
60437			A			A
60441			A			A
60444			A			A
60447			A			A
60450-60451		A			A
60460			A			A
60470			A			A
60474-60475		A			A
60479			A			A
60484			A			A
60491			A			A
60510			A			A
60511			A			B
60512			A			A
60519			A			A
60520			A			B
60530			A			A
60536-60539		A			A
60542-60545		A			A
60548			A			A
60550			A			A
60552			A			A
60554			A			A
60556			A			A
60560			A			A
60585-60586		A			A
60599			A			A
60601			F			F
60602-60605		C			C
60606			F			F
60610-60611		C			C
60616			F			F
60666			F			F
60918			A			B
60919-60920		A			A
60921			A			B
60924			A			B
60926			A			B
60929			A			A
60931			A			A
60932			A			B
60933			A			A
60934			A			B
60935-60936		A			A
60938			A			A
60939			A			B
60942			A			B
60945-60946		A			A
60948			A			A
60951-60952		A			A
60953			A			B
60955			A			A
60957			A			A
60958			C			C
60959			A			A
60960			A			B
60962			A			B
60963			B			B
60966			A			A
60967			A			B
60968			A			A
60970			A			A
60973			B			C
60974			A			A
61001			A			A
61006-61007		A			A
61013			A			A
61014			B			B
61021			A			A
61027			A			A
61030			A			A
61031			A			B
61037			B			B
61041-61042		A			A
61044			A			B
61046			A			B
61048			A			A
61050			A			A
61051			B			B
61053			B			B
61054			A			A
61057			A			A
61059-61060		A			A
61062			A			B
61064			A			A
61068			A			A
61071			B			B
61074			A			A
61078			A			A
61081			B			B
61085			A			B
61087			A			A
61089			A			B
61091			A			A
61230-61231		A			A
61234-61235		A			A
61238			A			A
61243			A			A
61250-61252		A			A
61257			A			A
61258			A			B
61260-61261		A			A
61270			A			A
61272			A			A
61274			A			A
61277			A			B
61283			A			B
61285			A			A
61310-61311		A			A
61313			A			B
61314-61315		A			A
61318-61319		A			A
61321			A			A
61323-61325		A			A
61328			A			A
61331			A			B
61333			A			A
61337-61338		A			A
61341			A			A
61344			A			B
61345			A			A
61346			A			B
61349			A			A
61353			A			A
61358			A			A
61360-61361		A			A
61364			A			A
61368-61369		A			A
61374-61375		A			A
61376			A			B
61378-61379		A			A
61411-61412		A			A
61415-61417		A			A
61419			A			A
61420			A			B
61421-61422		A			A
61424			A			A
61426			A			A
61427			A			C
61428			A			A
61431			A			A
61432-61433		A			B
61434-61435		A			A
61438			A			B
61440-61441		B			B
61442			A			B
61443			A			A
61447			A			A
61449			A			A
61450			A			B
61451			A			A
61452			B			C
61453			A			A
61454			A			B
61455			B			B
61458			A			A
61459			A			B
61460			A			A
61465			A			A
61468			A			A
61470-61471		A			A
61473			A			B
61475			B			C
61476			A			B
61477			B			C
61478-61480		A			A
61482			B			B
61483			A			B
61484			B			B
61486			A			A
61489			A			B
61491			A			A
61501			B			B
61516			A			A
61519-61520		A			A
61524			A			A
61529			A			A
61532			A			A
61537			A			A
61541-61543		A			A
61560			A			A
61563			A			A
61567			A			B
61572			A			A
61720-61721		A			A
61724			A			A
61726			A			A
61728			A			A
61731			A			A
61734-61735		A			A
61739			A			A
61740			A			B
61741			A			A
61743-61744		A			A
61749-61751		A			A
61756			A			A
61759-61760		A			A
61764			A			A
61769			A			B
61770-61771		A			A
61773			A			A
61775			A			B
61810			A			A
61811			A			B
61812			A			A
61814			A			A
61816-61817		A			A
61818			A			B
61830-61834		A			A
61841			A			A
61846			A			A
61848			A			A
61850			A			B
61851			A			A
61855			A			A
61862			A			A
61865			A			A
61870			A			A
61876			B			B
61883			A			A
61910-61914		A			A
61917			A			B
61920			A			A
61924-61925		A			B
61928-61931		A			A
61932-61933		A			B
61936			A			B
61937			A			A
61940			A			B
61941-61942		A			A
61943			A			B
61949			A			A
61951			A			A
62001			A			A
62006			A			B
62009			A			A
62011			A			B
62012-62014		A			A
62015-62017		A			B
62019			A			B
62021-62023		A			A
62027			B			C
62028			A			A
62030			A			A
62031-62032		A			B
62033			A			A
62037			A			A
62044			A			B
62045			B			C
62047			B			C
62049			A			B
62050			B			B
62051			A			B
62052			A			A
62053			B			C
62054			A			B
62056			A			A
62058			A			A
62063			A			A
62065			B			C
62069			A			A
62070			B			C
62074			A			A
62075			A			B
62076			A			A
62077			A			B
62078			B			B
62079-62080		A			A
62081-62082		A			B
62083			A			A
62085			A			A
62086			A			B
62088			A			A
62089			A			B
62091			A			B
62092			B			C
62093			A			B
62094			B			B
62098			B			C
62217			A			A
62233			A			A
62237-62238		A			A
62241			A			B
62242			A			A
62244			A			A
62246-62247		A			A
62255-62257		A			A
62259			A			A
62261-62262		A			A
62268			A			A
62272-62273		A			A
62275			A			A
62277			A			B
62278-62279		A			A
62282			A			A
62284			A			A
62286			A			A
62288			A			A
62292			A			A
62297			A			B
62311-62314		A			B
62316			A			A
62319			B			C
62321			A			B
62323			A			B
62324			A			A
62326			B			B
62329			A			A
62334			A			B
62336			A			B
62339			A			A
62340			B			C
62341			A			A
62343			A			A
62344			A			B
62345-62346		A			A
62352			B			C
62353			A			B
62354			A			A
62355			B			C
62356			A			A
62357			A			B
62361			B			D
62362			A			B
62363			B			C
62366			B			B
62367			A			B
62370			A			A
62373			A			A
62374			B			C
62375			A			A
62378			A			B
62379-62380		A			A
62410			A			B
62413			A			B
62417-62418		A			A
62419			B			B
62420-62421		A			A
62425			A			A
62427-62428		A			A
62431-62435		A			A
62438-62440		A			A
62442			A			A
62446			B			C
62449-62451		A			A
62452			B			B
62454			A			A
62459			A			B
62460			A			A
62464			A			A
62466			A			B
62471			A			A
62474-62475		A			A
62476			B			C
62477			A			A
62478			A			B
62480			A			A
62481			A			B
62501			A			A
62510			B			B
62512			A			A
62513			A			B
62514			A			A
62517-62518		A			A
62521-62526		A			A
62532-62535		A			A
62537			A			A
62538			A			B
62540			A			A
62543-62544		A			A
62546			A			B
62547-62548		A			A
62549			A			B
62550			B			B
62551			A			A
62553-62554		A			B
62555-62556		A			A
62557			A			B
62560			A			B
62565			A			A
62567			A			A
62570-62571		A			A
62572			A			B
62573			A			A
62601			A			A
62610			B			B
62611			B			C
62617			B			B
62618			A			B
62621			B			B
62622			A			B
62624			B			C
62626			B			B
62627			A			B
62628			B			B
62630			B			C
62631			B			B
62633			A			B
62635			A			A
62638			A			B
62639			B			B
62640			A			A
62643			A			A
62644			A			B
62649			B			C
62650-62651		A			A
62655-62656		A			A
62660			A			A
62662			A			A
62663			B			B
62664			A			A
62665			A			B
62666			A			A
62667-62668		A			B
62671			A			B
62672-62673		A			A
62674			A			B
62681			B			C
62682-62683		A			B
62685			A			B
62689-62692		A			A
62694			B			B
62695			A			B
62805			A			B
62806			B			B
62809			B			B
62810-62811		A			B
62812			A			A
62814			A			A
62815			B			C
62816			A			A
62817			B			C
62818			B			B
62819			A			A
62820			B			B
62821			A			B
62822			A			A
62823			A			B
62824-62825		A			A
62827			A			A
62828			A			B
62829			B			C
62831			A			A
62833			B			B
62834			A			A
62835			B			C
62836			A			B
62837			B			B
62838-62840		A			A
62842-62843		B			B
62844			A			A
62846			A			B
62849			A			A
62850			B			B
62851-62852		A			B
62854			A			A
62855			B			B
62856-62858		A			A
62859			B			C
62860			A			B
62861			A			A
62862			B			C
62863			A			B
62864			A			A
62866			A			B
62867-62868		A			A
62869			A			B
62871			A			B
62872			A			A
62874			A			A
62878-62880		A			A
62883			A			A
62884			A			B
62886			A			B
62887			B			C
62888			A			A
62890			A			B
62891			A			A
62894-62895		A			B
62896			A			A
62897			A			B
62899			A			A
62905			A			A
62907			A			A
62908-62909		A			B
62912			A			B
62914			A			A
62916			A			A
62917			B			B
62919			B			C
62922			A			A
62923			A			B
62926			A			A
62928			A			B
62930-62931		B			B
62934-62935		B			B
62938			A			B
62939			A			A
62941			A			B
62942-62943		A			A
62946			A			B
62947			B			B
62950-62953		A			A
62954			B			C
62955			B			B
62956			A			B
62961-62964		A			A
62965			A			B
62967			A			B
62970			A			B
62972-62973		A			B
62974			A			A
62976			A			A
62977			A			B
62979			B			C
62982			B			B
62984			B			C
62985			A			B
62987			A			B
62988			A			A
62992			A			B
62993			A			A
62995-62997		A			B
62998-62999		A			A
63013			A			A
63014			A			B
63015-63016		A			A
63023			A			A
63030			A			A
63037			A			A
63039			A			A
63041			A			A
63055-63056		A			A
63060-63061		A			A
63066			A			A
63068			B			B
63069			A			A
63071-63073		A			A
63077			A			A
63079-63080		A			A
63084			A			A
63089-63091		A			A
63101-63103		A			A
63131			A			A
63143-63144		A			A
63330			B			C
63332			A			B
63333			B			B
63334			A			B
63336			B			C
63339			B			B
63341-63342		A			A
63343			A			C
63344			B			C
63345			B			B
63346			A			A
63347			A			B
63348			A			A
63349			B			B
63350			A			B
63351-63353		A			A
63357			A			A
63359			B			B
63361			A			B
63362-63363		A			A
63365			A			A
63367			A			A
63369			A			A
63370			B			C
63377-63378		B			B
63379			A			A
63381-63382		B			B
63383			A			A
63384			B			B
63385			A			A
63387			B			B
63388-63390		A			A
63401			A			A
63430			A			A
63431			A			B
63432			B			B
63433-63434		A			B
63436			A			B
63437			A			A
63439			A			B
63441			A			B
63442			B			C
63443			A			A
63445			A			B
63446-63447		A			A
63450			A			B
63451-63452		A			A
63453			B			B
63456-63460		A			A
63462			B			C
63463			A			A
63464-63465		A			B
63466-63467		A			A
63468			B			B
63469			A			B
63472-63473		A			A
63474			B			C
63530-63531		A			A
63532			A			B
63534-63536		A			B
63537-63538		A			A
63539			A			B
63541			A			A
63543			A			C
63544-63545		A			A
63548			A			A
63551-63552		A			B
63555			B			B
63556			A			B
63557			A			A
63558			A			B
63560			A			B
63563			A			B
63565			A			B
63566-63567		A			A
63620			B			C
63621-63623		A			A
63625			A			B
63626			A			A
63627			A			B
63629			B			C
63632			B			C
63633			B			D
63636			B			C
63638			B			C
63645			A			A
63650			A			A
63654			B			C
63655			A			B
63662			A			B
63663			A			A
63665-63666		B			D
63670			A			A
63673			A			B
63675			B			C
63730			A			A
63732			A			A
63735			A			A
63737			A			B
63738			A			A
63743			A			A
63746			A			B
63747			A			A
63748			A			B
63750			A			C
63751			A			B
63760			A			B
63763			A			C
63764			A			A
63770			A			A
63774-63775		A			A
63776			A			B
63781-63783		A			A
63787			A			B
63820			A			A
63821			A			B
63822			A			A
63825			A			A
63826-63827		B			C
63829			A			A
63830			B			C
63833			A			B
63837			A			B
63839			B			D
63840			B			C
63841			A			A
63845			A			A
63847-63848		A			B
63849			B			C
63851			B			B
63852			A			B
63853			B			D
63855			A			B
63857			B			B
63862			A			A
63863			A			B
63866			A			A
63869-63870		A			A
63873-63874		A			B
63875			B			B
63876			A			B
63877			B			D
63878			A			B
63879			B			C
63880-63881		A			B
63882			A			A
63931			A			B
63933			A			A
63934			A			B
63935			A			A
63937-63938		A			A
63941			B			C
63942			A			B
63943-63944		A			A
63950-63952		A			B
63953			A			A
63955			A			A
63956			A			B
63957			B			B
63960			A			A
63963-63964		A			A
63965			A			B
63967			A			A
64001			A			A
64017			A			A
64019-64020		A			A
64021-64022		A			B
64035-64036		A			A
64037			A			B
64062			A			A
64067			A			A
64071			A			A
64076			A			A
64084-64085		A			A
64096			A			A
64110-64112		A			A
64128			A			A
64402			B			C
64420			B			B
64422-64423		A			A
64424			B			C
64426			B			C
64427			A			A
64428			B			C
64429			A			B
64431			B			C
64432-64433		B			B
64434			B			C
64437-64438		A			B
64440			A			A
64441-64442		B			C
64444			A			A
64445			B			D
64446			B			C
64451			A			A
64453			B			C
64455			A			A
64456-64457		A			B
64458			B			B
64461			B			C
64463			A			A
64465-64466		A			B
64467			B			D
64468			A			A
64469-64470		A			B
64471			B			C
64473-64474		A			A
64475-64476		B			C
64477			A			A
64479			B			C
64480			A			A
64481			B			C
64482			B			D
64483			A			A
64486			A			B
64487			B			B
64489			A			B
64491			B			C
64492			A			A
64493			A			B
64496			B			C
64497			A			B
64498			B			D
64499			B			C
64620			B			B
64622			A			A
64623			A			B
64624			A			A
64628			A			A
64630			A			B
64631			A			A
64632			B			C
64633			A			B
64636			B			C
64637			A			B
64639			B			C
64640-64642		A			B
64643-64644		A			A
64645			B			C
64646-64647		A			B
64648			A			A
64649-64650		A			B
64651-64653		A			A
64655			B			C
64657			B			D
64658			A			A
64660			A			B
64661			B			C
64667			B			C
64668			A			B
64670			B			C
64671			A			B
64672			B			D
64673			B			C
64674			A			B
64676			A			A
64679			A			B
64680			A			A
64681			A			B
64682-64683		A			A
64689			A			C
64722-64723		A			B
64724			B			C
64726			A			A
64728			A			A
64730			A			A
64733			A			A
64735			A			B
64738			B			C
64739			A			A
64740			B			B
64742			A			B
64744-64745		A			B
64748			A			A
64750			A			B
64752			A			A
64755			A			A
64756			B			C
64759			A			A
64761			A			B
64762			A			A
64763			B			C
64765			A			A
64766			B			B
64767			A			A
64769			A			B
64770			B			B
64771			A			A
64776			B			D
64779			A			B
64780-64781		B			C
64783			A			B
64784			A			A
64788			A			A
64790			A			A
64831			A			A
64833			A			A
64842			A			B
64843			A			A
64847-64848		A			A
64853			A			A
64854			A			B
64856			A			B
64861			A			C
64863			A			B
64866-64868		A			A
64873			A			A
64874			A			B
65001			A			A
65011			A			A
65013-65014		A			A
65017			B			C
65020			B			B
65024			A			B
65025-65026		A			A
65034-65035		A			A
65036			B			B
65037			A			B
65038			B			C
65041-65042		A			B
65046			A			A
65047			A			B
65048			A			A
65049-65050		A			B
65052			B			B
65055			A			A
65058			A			A
65061			A			B
65062			A			A
65064			A			A
65065			A			B
65066-65068		A			A
65069			A			B
65072			A			B
65075			A			B
65078			A			A
65079			B			B
65081-65082		A			A
65083-65084		A			B
65230			A			B
65231-65233		A			A
65236			B			C
65237			A			A
65239-65240		A			A
65243			A			A
65244			B			B
65246			B			C
65247			A			B
65248			A			A
65250			A			A
65254			A			B
65257			A			B
65258-65260		A			A
65261			B			B
65263			A			A
65264			B			B
65265			A			A
65270			A			A
65274			A			A
65275			B			C
65276			A			A
65278			A			A
65280			A			A
65281			B			C
65282			B			B
65283			A			B
65285			A			A
65286			A			B
65305			A			A
65320-65322		A			B
65323			A			A
65324			B			B
65325			A			A
65326			B			B
65327			A			A
65330			B			B
65333			A			A
65338			A			A
65339			A			B
65340			A			A
65344			A			B
65347			A			B
65349			A			B
65351			A			A
65355			A			A
65360			A			A
65436			A			A
65438-65439		A			B
65440			B			C
65441			A			A
65443			A			A
65444			B			B
65446			A			B
65449			A			A
65452			A			B
65456			A			B
65459			A			A
65461			A			B
65463			B			B
65464			A			B
65466			A			B
65468			A			B
65470			B			D
65473			A			A
65479			B			D
65483			A			B
65484			B			C
65486			A			B
65501			A			B
65534-65535		A			A
65536			B			B
65541-65542		A			A
65543			B			C
65546			A			B
65548			A			B
65552			B			C
65555-65556		A			B
65557			B			C
65560			A			A
65564			A			B
65565			A			A
65566			B			C
65567			B			B
65570			A			C
65571			A			B
65582-65584		A			A
65586			A			B
65588-65590		A			B
65591			B			B
65601			A			A
65603			A			B
65605			A			A
65606			A			B
65607			B			B
65608			A			C
65609			B			D
65611			A			A
65613			A			A
65614			A			B
65615-65616		A			A
65618			B			C
65620			A			A
65622-65623		A			A
65624			A			B
65625			B			B
65626			A			B
65627			B			B
65629			A			A
65632-65633		A			A
65634			A			B
65635			A			A
65637			B			C
65638			B			D
65640			A			B
65641			A			A
65644			A			A
65647			B			C
65649			A			A
65650			A			B
65653			A			B
65654			A			A
65655			B			B
65656-65657		A			A
65658			A			B
65660			B			B
65661			A			A
65662			A			B
65663			A			A
65666			B			C
65667			A			B
65668			B			C
65672-65673		A			A
65674			A			B
65675			A			A
65676			B			D
65679			A			A
65680-65682		A			B
65685			A			A
65686			A			B
65688-65690		A			B
65692			A			B
65701			B			C
65702			A			B
65704			A			B
65707-65708		A			A
65711			A			B
65712-65713		A			A
65715			B			D
65717			B			B
65722-65723		A			A
65724			B			C
65726			A			A
65727			A			B
65729			B			B
65730-65731		A			B
65732			B			B
65733-65734		A			A
65735			A			B
65737			A			A
65740			A			A
65741			B			D
65744			B			C
65745			A			B
65746			A			A
65747			A			B
65752			A			A
65755			B			C
65756			A			A
65759			A			B
65760			B			C
65761-65762		B			D
65764			A			B
65766			B			C
65767			A			B
65768			B			D
65769			A			A
65771			A			A
65772			A			B
65773			B			C
65774-65778		A			B
65779			B			C
65783			A			B
65784			B			C
65785			A			B
65786-65787		B			B
65788-65791		A			B
65793			A			B
66006			A			A
66010			A			A
66014-66015		A			A
66020-66021		A			A
66023			A			A
66026-66027		A			A
66032-66033		A			B
66039-66040		A			A
66042			A			B
66054			A			A
66058			A			B
66060			A			A
66064			A			A
66067			A			A
66071			A			A
66072			A			B
66076			A			A
66078			A			B
66079			A			A
66080			B			C
66091			A			B
66092			A			A
66093			B			C
66095			A			A
66097			A			A
66401			A			A
66403			B			D
66404			B			C
66406			B			D
66407			A			A
66408			B			C
66411-66412		B			C
66413			A			A
66415			B			D
66416			A			B
66417			B			C
66418			A			A
66419			A			B
66422			A			A
66423-66424		A			B
66425			B			B
66426			B			D
66427-66428		B			C
66431			A			A
66432			A			B
66434			A			B
66436			A			A
66438			B			C
66439			A			B
66441			A			B
66442			B			B
66449			B			C
66451			A			A
66501			A			A
66502-66503		B			B
66505-66506		B			B
66507			A			A
66508			B			C
66510			A			A
66514-66515		B			B
66516			A			B
66517			B			B
66518			B			C
66520			B			D
66521			B			C
66522			B			B
66523			A			A
66526			A			A
66527			B			B
66528			A			B
66531			B			B
66532			A			A
66534			B			B
66535-66536		A			A
66538			B			C
66540			A			C
66541			B			D
66543			A			A
66544			B			D
66547			A			A
66548			B			B
66549			B			C
66550			A			B
66552			A			B
66554			B			D
66714			A			A
66717			A			A
66720			A			A
66724-66725		A			A
66732-66733		A			B
66736			A			A
66740			A			A
66742-66743		A			A
66748-66749		A			A
66751			A			A
66753			A			B
66755			A			A
66758			B			B
66759			A			A
66761-66763		A			A
66771-66773		A			A
66775-66776		A			A
66777			A			B
66778			A			A
66780-66782		A			A
66783			B			C
66830			A			A
66833			A			B
66834			B			B
66838			B			C
66839			A			B
66840			B			C
66842			A			A
66843			A			B
66845			A			A
66846			A			B
66849			B			B
66850			A			A
66851-66852		A			B
66853			A			A
66855			A			A
66857-66859		B			C
66860			A			A
66861-66863		B			C
66866			A			B
66870-66871		A			B
66872			B			C
66873			B			B
66930			A			A
66932			B			D
66933			B			B
66936			B			C
66937			A			A
66939-66940		A			A
66941			B			D
66942			A			B
66943			B			C
66944			A			B
66945-66946		B			C
66949			A			B
66951			B			D
66952			B			C
66953			A			B
66955-66956		B			C
66958			A			B
66959			A			A
66960			B			C
66962			A			B
66963			A			A
66964			A			B
66966			A			A
66967			B			D
66968			B			B
66970			B			B
67003			B			B
67004			A			B
67008			A			B
67009			B			C
67012			A			B
67018			B			C
67019			B			B
67021			B			C
67022			A			B
67023			B			C
67024			A			B
67028-67029		B			C
67035-67036		A			B
67038			A			B
67039			A			A
67041			A			A
67045			A			B
67047			A			A
67049			B			B
67051			A			A
67053			A			A
67054			A			B
67057			B			D
67058			A			B
67059			B			B
67061			B			D
67062			A			A
67063			A			B
67065			B			D
67066			B			C
67068			A			A
67070			B			D
67071			C			E
67072-67073		A			B
67074			A			A
67102-67103		A			B
67104			B			D
67105			A			B
67106-67107		A			A
67109			A			A
67111			A			A
67112			B			D
67117-67119		A			A
67122			A			C
67123			A			A
67124			B			C
67127			B			C
67131-67132		A			A
67134			B			C
67137			A			B
67138			B			D
67140			A			A
67142			B			B
67143			B			D
67150			B			C
67151-67152		A			A
67154			A			A
67155			B			D
67156			A			A
67159			B			C
67330			A			A
67332			A			B
67333			A			A
67334			A			B
67336-67337		A			A
