=====================================================================
FEDEX FREIGHT ADDITIONAL PICKUP AND DELIVERY CHARGE TIERS BY ZIP CODE
=====================================================================

CONTIGUOUS U.S.
An additional pickup and delivery charge will apply to shipments to/from select contiguous 
U.S. ZIP codes. For a list of the ZIP codes where this charge applies, see below. 
The additional charge applies to shipments rated using FedEx Freight zone-based pricing.

Effective Jan. 7, 2019

FedEx reserves the right in its sole discretion to change, without notice and as frequently 
as it determines, the list of postal codes where a pickup or delivery charge may apply.

========================================
ZIP CODE  ORIGIN TIER	DESTINATION TIER
88349			D			E
88350			B			D
88351			A			C
88352			A			B
88353-88354		C			E
88355			A			B
88410			B			D
88411			A			A
88414			D			E
88415			C			E
88417			A			B
88418-88419		D			E
88421			B			C
88422			C			E
88424			D			E
88426			A			A
88427			A			B
88430			B			C
88431			A			B
88434			A			A
88435			B			D
88436			C			E
88439			B			C
89001			C			E
89003			C			E
89007			B			C
89008			D			E
89010			E			E
89013			E			E
89017			C			E
89018			A			B
89019			A			A
89020			B			D
89021			B			C
89022			E			E
89023			B			C
89024			C			C
89025			A			B
89026			A			A
89027			B			C
89028-89029		A			A
89034			B			C
89037			A			B
89039-89041		B			C
89042-89043		C			E
89045			E			E
89046			B			C
89047			E			E
89048			B			C
89049			D			E
89060-89061		B			C
89067			A			B
89070			A			B
89310			D			E
89311			B			D
89314			B			D
89316			B			D
89317			A			B
89402-89403		A			A
89404			E			E
89405			C			D
89406-89407		B			B
89408			A			A
89409			D			E
89410-89411		A			A
89412			C			E
89413			A			B
89414			C			E
89415			D			E
89418			D			E
89419			C			C
89420-89422		D			E
89423			A			A
89424			A			B
89425-89426		D			E
89427			C			E
89429			A			A
89430			B			B
89438			B			D
89442			A			A
89444			B			B
89445-89446		C			D
89447			B			B
89448-89449		A			B
89460			A			A
89496			B			B
89820			B			D
89821			B			B
89822-89824		A			A
89825			B			B
89826			C			E
89830			C			E
89831			C			C
89832-89833		C			E
89834			B			B
89835			B			C
89883			C			E
90004-90005		A			A
90010			A			A
90012-90017		A			A
90019-90020		A			A
90024-90030		A			A
90032			A			A
90035-90036		A			A
90038			A			A
90045-90046		A			A
90048-90049		A			A
90057			A			A
90064			A			A
90066-90069		A			A
90071			A			A
90077			A			A
90096			A			A
90210-90212		A			A
90265			A			A
90272			A			A
90290-90294		A			A
90401-90405		A			A
90704			F			F
91905-91906		B			C
91916			A			A
91931			A			B
91934			B			D
91948			A			C
91962-91963		A			B
91980			A			B
91987			B			B
92003			A			A
92004			B			B
92008-92011		A			A
92013			A			A
92018			A			A
92025-92027		A			A
92028			A			B
92029-92030		A			A
92033			A			A
92036			B			C
92046			A			A
92049			A			A
92051-92052		A			A
92054-92058		A			A
92059			B			B
92060			B			C
92061			A			B
92065			A			A
92066			B			D
92068-92069		A			A
92070			A			B
92078-92079		A			A
92081			A			A
92082			A			B
92083-92085		A			A
92086			B			C
92088			B			B
92096			A			A
92220			A			A
92222			D			E
92225-92226		C			D
92227			B			C
92230			A			A
92231-92232		C			C
92233			B			B
92239			A			B
92240-92241		A			A
92242			C			D
92243			B			C
92244			C			C
92249-92250		C			C
92251-92252		B			C
92256			A			B
92257			B			C
92258			A			A
92259			C			C
92266			C			E
92267			B			C
92268			A			C
92273			B			C
92275			A			A
92277-92278		B			C
92280			C			D
92281			B			B
92282			A			A
92283			B			C
92284			A			B
92285			B			C
92286			A			B
92301			A			A
92304			C			E
92307-92308		A			A
92309			B			D
92310			C			E
92311-92312		B			B
92314-92315		A			B
92323			B			D
92327			B			C
92328			C			E
92332			C			E
92333			A			A
92338			C			E
92342			A			B
92347			A			B
92356			A			B
92363			B			B
92364-92365		B			C
92366			A			B
92368			A			A
92384			B			D
92386			A			B
92389			C			D
92392-92395		A			A
92398			B			C
92530-92532		A			A
92536			B			C
92539			B			C
92543-92546		A			A
92549			A			B
92561			A			B
92562-92564		A			A
92581-92583		A			A
92589-92593		A			A
92595-92596		A			A
93201			A			B
93202			A			A
93204			B			D
93205			A			A
93207			B			B
93208			B			C
93210			B			C
93212			A			B
93215-93216		A			A
93218			A			A
93219			A			B
93221			A			B
93222			A			A
93223			A			B
93224-93225		A			A
93226			B			C
93227			A			A
93230			A			A
93232			A			A
93234			B			B
93235			A			A
93237			B			D
93238			A			B
93239			B			B
93240			A			A
93243			A			A
93244			B			B
93245-93246		A			A
93247			B			B
93249			A			A
93251			A			A
93252			A			B
93254			B			B
93255			B			C
93256			A			B
93257			B			B
93258			A			B
93260			B			B
93261			A			A
93262			B			D
93265			B			C
93266			A			B
93267			B			B
93268			A			A
93270			A			A
93271			B			D
93272			A			B
93274-93279		A			A
93282			B			B
93283			A			B
93285			A			B
93286			B			B
93287			A			B
93290-93292		A			A
93401			A			A
93402			A			B
93403			A			A
93405-93410		A			A
93412			B			B
93422-93423		B			B
93424			A			A
93426			B			D
93427			A			A
93428			B			B
93430			B			C
93432			B			C
93435			B			C
93441			A			A
93442-93443		A			B
93446-93447		B			B
93450			B			C
93451			B			B
93452			B			D
93453			A			B
93460			A			A
93461			B			D
93463-93464		A			A
93465			B			B
93510			A			A
93512			E			E
93513-93515		B			C
93516			A			A
93517			C			E
93518-93519		A			A
93522			D			E
93523-93524		A			A
93526			D			E
93527			B			C
93528			B			D
93529			D			E
93530			C			E
93531			A			A
93532			A			B
93534-93536		A			A
93539			A			A
93541			D			E
93542			B			D
93543			A			B
93544			B			C
93545			C			E
93546			D			E
93549			C			E
93550-93552		A			A
93553			A			B
93554			B			D
93555-93556		B			C
93558			B			C
93561			A			A
93562			C			D
93563			B			B
93581			A			A
93584			A			A
93586			A			A
93590-93591		A			A
93592			C			D
93596			A			A
93599			A			A
93601			A			C
93602			A			A
93603			A			B
93604-93605		B			C
93607			A			A
93608			A			B
93610			A			A
93614			A			B
93615			A			A
93618			A			A
93620			B			C
93621			A			A
93622			A			B
93623			B			C
93624			A			B
93627			A			A
93628			B			C
93633			C			E
93634			B			C
93635			A			A
93640			A			A
93641			A			B
93642			B			D
93643-93644		A			B
93645-93647		A			A
93653			A			B
93660			A			A
93661			B			C
93664			A			B
93665			B			C
93666-93668		A			A
93669			A			B
93670			A			A
93920			B			C
93921-93924		A			A
93927			A			B
93928			B			D
93930			B			B
93932			B			D
93943			A			A
93950			A			A
93953			A			A
93954			B			C
93955			A			A
93960			A			A
94018-94020		A			A
94021			A			B
94060			A			B
94074			A			A
94080			A			A
94101-94105		A			A
94107-94112		A			A
94114-94118		A			A
94120-94124		A			A
94127-94135		A			A
94137-94140		A			A
94143			A			A
94145			A			A
94152			A			A
94160-94161		A			A
94164			A			A
94211			A			A
94234			A			A
94294			A			A
94301			A			A
94401-94405		A			A
94505			A			A
94508			B			C
94509			A			A
94511-94514		A			A
94517			A			A
94531			A			A
94535			A			A
94548			A			A
94561			A			A
94567			A			A
94571			A			B
94582-94583		A			A
94599			A			A
94929			A			A
94937			A			A
94938			A			B
94940			A			A
94950			A			B
94956			A			B
94965			A			A
95001			A			A
95003-95004		A			A
95007			A			A
95010			A			A
95017			A			A
95030			A			A
95041			A			A
95043			A			A
95060-95065		A			A
95073			A			A
95075			A			A
95110			A			A
95112-95113		A			A
95220			A			A
95221-95222		B			D
95223-95224		C			E
95225			A			B
95226			B			C
95227-95228		A			A
95229			B			C
95230			A			A
95232			B			C
95233			C			D
95234			A			A
95237			A			A
95240-95242		A			A
95245			B			C
95246-95248		B			D
95249-95252		B			C
95253			A			A
95254			A			B
95255			B			C
95257			B			D
95258			A			A
95301			A			A
95305-95306		B			C
95309-95310		A			B
95311			B			C
95313			A			A
95314			C			E
95317			A			B
95318			C			E
95321			B			C
95322			A			A
95325			A			B
95327			A			B
95329			A			A
95333			A			B
95335			B			C
95338			B			D
95340-95341		A			A
95343-95344		A			A
95345			B			D
95346			B			C
95347			A			B
95348			A			A
95360			A			A
95364			B			D
95365			A			B
95369			A			A
95370			A			B
95372			B			B
95373			A			B
95375			B			D
95379			B			B
95383			B			C
95388			A			A
95389			C			E
95410			C			E
95412			B			C
95415			B			C
95416			A			A
95417			C			E
95418			B			C
95420			C			E
95421			A			A
95422-95424		C			E
95425			A			A
95426			C			D
95427			C			E
95428			D			E
95429			C			E
95431			A			A
95432			C			E
95433			A			A
95435			C			E
95437			D			E
95441-95442		A			A
95443			C			E
95445			B			D
95449			B			B
95450			A			A
95451			C			E
95453-95454		C			E
95456-95460		C			E
95461			B			C
95463-95464		C			E
95466			B			E
95467			C			D
95468			C			E
95469			B			D
95470			B			C
95476			A			A
95480			B			C
95481-95482		B			B
95485			C			E
95487			A			A
95488			C			E
95490			C			D
95493			C			E
95494			B			C
95497			B			D
95511			C			E
95514			C			E
95526			A			C
95527			B			D
95528			A			A
95531-95532		C			D
95538			C			D
95542			B			D
95543			C			E
95545			B			D
95546			C			E
95547			A			A
95548			B			C
95552			B			D
95553-95554		B			C
95555			A			B
95556			C			E
95558			B			D
95559			B			C
95560			B			D
95562			A			A
95563			B			C
95565			A			A
95567-95568		C			E
95569			A			B
95570			A			A
95571			B			C
95573			B			C
95585			C			E
95587			C			E
95589			C			E
95595			C			E
95601			A			B
95602-95604		A			A
95606			A			B
95607			A			A
95613			A			B
95614			A			A
95619			A			A
95623			A			A
95625			A			A
95627			A			A
95629			A			B
95631			B			C
95633-95635		A			B
95636			B			D
95637			B			C
95640-95642		A			B
95644			C			E
95646			B			E
95651			A			A
95653			A			A
95654			A			B
95656			B			D
95664			A			A
95665			B			B
95666			B			C
95667			A			A
95669			A			A
95672			A			A
95675			B			D
95676			A			A
95679			B			C
95680-95682		A			A
95684-95685		A			B
95687-95688		A			A
95689			B			C
95692			A			A
95694			A			A
95696			A			A
95699			A			A
95701			B			B
95703			A			A
95709			A			B
95712-95713		A			B
95714-95715		B			B
95717			B			B
95720			B			C
95721			B			D
95722			A			A
95724			A			B
95726			B			C
95728			A			B
95735			B			C
95736			A			A
95812			A			A
95814			A			A
95816			A			A
95901			A			A
95903			A			B
95910			B			D
95912			A			B
95913			A			A
95914			A			B
95915			B			C
95916			A			B
95917			A			A
95918			B			C
95919			A			B
95920			A			A
95922			B			D
95923			A			B
95924			B			B
95925			A			C
95930			B			C
95932			A			B
95934			A			C
95935			B			D
95936			B			E
95937			A			B
95939			B			B
95940			A			C
95941			A			B
95943			A			A
95944			C			E
95945			B			B
95946			B			C
95947			A			B
95948			A			A
95949-95950		B			B
95953			A			B
95955			B			B
95956			B			D
95957			B			B
95959			B			B
95960			B			D
95961			A			A
95962			B			D
95965-95966		A			A
95968			A			A
95970			A			A
95971			B			D
95972			A			B
95975			B			C
95977			B			C
95978			B			B
95979			B			D
95980-95984		B			C
95986-95987		B			C
95988			A			A
95991-95993		A			A
96006			B			D
96009-96010		B			D
96011			B			C
96013			B			C
96014-96015		C			E
96016			B			D
96017			B			C
96020			A			B
96021			A			A
96023			A			A
96024			A			C
96025			B			C
96027-96028		B			D
96029			A			B
96031			C			E
96032			B			D
96033			A			A
96034			B			D
96035			A			A
96037			B			D
96038			B			C
96039			C			E
96040-96041		B			D
96044			A			A
96046			C			E
96047			A			A
96048			B			C
96050			B			C
96051-96052		A			B
96054			C			E
96055			A			A
96056			B			E
96057			B			D
96058-96059		A			B
96061			B			C
96063			B			D
96064			B			C
96065			A			B
96067			B			D
96068			C			E
96069-96070		A			A
96071			B			C
96074			B			B
96075-96076		B			C
96078			A			A
96080			A			A
96084			A			B
96085			B			D
96086			C			E
96088			A			A
96090			A			A
96091			C			D
96093			B			C
96094			B			D
96096-96097		B			C
96101			C			E
96103			B			C
96104			D			E
96105			A			A
96106-96107		B			D
96108			D			E
96109			A			B
96110			D			E
96112			D			E
96113			A			B
96115			D			E
96116			C			E
96118			A			B
96119			B			D
96120			C			C
96121			A			A
96122-96123		B			C
96124			B			D
96125			B			E
96126			B			B
96129			A			B
96132-96133		B			C
96134			A			A
96135			A			B
96136-96137		A			A
96140			A			B
96141-96142		B			C
96143			A			B
96145			B			B
96146			A			B
96148			A			B
96150-96152		B			C
96154-96158		B			C
96160-96162		A			A
97001			B			C
97011			A			A
97014			A			A
97016			B			B
97017			A			A
97021			C			D
97028			A			B
97029			C			E
97031			B			B
97033			C			E
97037			B			D
97039			C			E
97040			B			B
97041			B			C
97044			B			C
97048			A			B
97049			A			A
97050			B			D
97054			A			A
97057			B			D
97058			B			C
97063			C			E
97064			A			A
97065			C			D
97067			A			A
97102			B			D
97103			B			C
97107			B			C
97108			A			B
97110			B			D
97111			A			A
97112			A			B
97118			B			D
97121			B			D
97122			A			B
97130-97131		B			D
97134			B			D
97135			B			C
97136			B			D
97138			B			C
97141			B			C
97143			B			C
97144			A			A
97145-97146		B			D
97147			C			D
97149			B			C
97201			A			A
97204-97205		A			A
97209			A			A
97321-97322		A			A
97324			B			C
97326			B			C
97327			A			A
97329			B			C
97330-97331		A			A
97333			A			A
97335-97336		A			A
97339			A			A
97341			B			C
97342			B			B
97343			B			C
97345			A			B
97346-97348		A			A
97350			B			B
97355			A			A
97357			B			C
97358			A			A
97360			A			A
97364			B			C
97365			B			D
97366			C			D
97367-97368		B			C
97369			B			D
97370			A			B
97374			A			A
97376			C			E
97377-97378		A			A
97380			B			D
97384			A			A
97386			A			B
97388			B			C
97389			A			A
97390			C			E
97391			B			D
97394			C			E
97396			A			A
97406-97407		C			D
97410			B			C
97411			D			E
97412			A			A
97413			A			B
97414			D			E
97415-97416		C			E
97417			B			C
97420			C			D
97423			C			E
97429			B			C
97430			A			B
97432			B			C
97434			A			A
97435			A			B
97436			B			C
97439			B			C
97441			B			D
97442			B			C
97443			B			D
97444			D			E
97447			C			E
97449			C			D
97450			D			E
97453			A			B
97457			B			C
97458			D			E
97459			C			D
97462			B			C
97463			A			B
97464-97466		D			E
97467			B			D
97469-97471		B			C
97473			B			D
97476			D			E
97479			B			C
97480			A			B
97481			C			C
97484			B			C
97486			B			C
97488			A			A
97490			A			A
97491			D			E
97492			A			B
97493-97495		B			C
97496			B			D
97497			A			B
97498			C			E
97499			A			B
97522			A			A
97523			B			C
97526-97528		A			A
97531			B			C
97532-97533		A			A
97534			B			C
97536			A			B
97538			B			B
97543			A			B
97544			A			A
97604			C			E
97620			D			E
97621			A			B
97622			B			C
97623-97625		A			A
97626			A			B
97630			C			E
97632-97633		A			A
97635			C			E
97636-97637		D			E
97638			B			D
97639			B			C
97640-97641		C			E
97710			E			E
97711			B			C
97712			A			B
97720-97721		D			E
97722			E			E
97730			A			B
97731			B			D
97732			D			E
97733			B			C
97734			A			A
97735			B			D
97736			E			E
97737			B			C
97738			D			E
97739			A			A
97741			A			B
97750-97751		C			E
97752			B			B
97753-97754		A			A
97758			C			E
97759-97760		A			A
97761			B			C
97812			B			D
97814			C			E
97817			D			E
97818			A			B
97819-97820		D			E
97823			C			E
97824			B			D
97825			C			E
97826			A			A
97827			B			D
97828			C			E
97830			C			E
97833			C			D
97834			D			E
97835			A			A
97836			B			D
97837			D			E
97838			A			A
97839			B			C
97840			D			E
97841			B			D
97842			D			E
97843			B			D
97844			A			B
97845			D			E
97846			C			E
97848			D			E
97850			B			B
97856-97857		C			E
97859			A			A
97861			C			E
97862			A			A
97864			C			E
97865			D			E
97867			B			C
97869-97870		D			E
97873			E			E
97874			D			E
97875			A			A
97876			B			D
97877			D			E
97880			B			B
97882			A			A
97883			B			D
97884			D			E
97885			C			E
97886			A			A
97901			B			B
97902-97903		C			D
97904			D			E
97905			C			E
97906			C			D
97907			B			D
97908			C			E
97909			C			D
97910			B			D
97911			D			E
97913			A			B
97914			B			B
97917			D			E
97918			B			C
97920			C			E
98101			A			A
98104			A			A
